Company,Reviewer Verification Status,Rating,Approximate Date of Review,Sentiment,NPS,Topic 1,Topic 2,Topic 3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,never,call,texte,time,month,give,meter,reading,every,month,send,bill,estimate,read,monthly,tariff,ask,bill,think,finally,solve,issue,send,bill,date,already,pay,pay,bill,take,money,bank,say,suspend,go,app,see,bill,actually,pay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,stay,away,thief,beginning,everything,sound,perfect,one,day,ask,pay,amount,never,make,sense,point,onwards,able,talk,customer,service,start,money,account,without,ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,extremely,poor,customer,service,surprise,allow,business,uk,never,follow,agree,numerous,issue,meter,reading,move,currently,address,constantly,overcharge,ignore,reading,take,month,still,sure,accurate,call,say,old,flat,empty,want,reduce,direct,debt,yes,say,new,agreement,send,etc,still,continue,take,direct,debt,even,though,smart,meter,flat,keep,tell,ask,send,meter,reading,ask,change,email,account,could,set,online,account,yes,guess,still,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,poor,start,finish,always,largely,debit,matter,season,accrue,enough,credit,summer,month,make,winter,payment,manageable,despite,pay,additional,amount,end,winter,season,four,month,pay,settle,account,debit,time,summer,month,provide,plenty,jargon,explain,complicated,billing,system,means,dishonest,convince,year,decide,move,another,provider,ever,go,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,absolutely,disgusting,company,ruthless,money,grabber,staff,beyond,rude,repayment,meter,owe,money,want,help,take,take,take,wait,switch,never,go,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,pay,estimate,bill,owe,submit,meter,reading,email,call,use,whatsapp,time,keep,fob,refuse,return,money,horrible,company,wish,never,sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,opinion,scam,never,ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,send,meter,reading,find,impossible,confirmation,receive,fact,seem,struggle,talk,human,extract,chat,help,answer,chat,session,close,advisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,5,2021-12-01,Positive,,,,,speak,lovely,lady,name,alison,quickly,efficiently,deal,issue,grateful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,bad,customer,service,well,company,move,house,previous,tenant,pay,money,pass,charge,previous,tenant,bill,tell,anything,till,notice,call,even,answer,phone,call,change,happy,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,choose,move,company,stop,trade,find,keep,date,go,text,quiet,rude,person,texte,back,change,another,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,absolutely,appalling,send,completely,make,bill,argue,argue,admit,estimate,need,pay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,2,2021-12-01,Negative,,,,,undercut,competitor,send,bill,expect,happen,supplier,cautious,quote,receive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,rubbish,expensive,lot,trouble,smart,meter,recommend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,blue,send,bill,year,leave,threaten,action,want,pay,long,leave,think,scam,leave,send,credit,part,final,bill,two,year,later,send,bill,even,admit,make,mistake,take,total,call,email,sort,apology,compensation,time,effort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,terrible,go,company,read,bad,review,ignore,go,exactly,difficulty,sooo,much,thievery,company,absolutely,horrible,terrible,experience,constantly,accuse,price,plan,change,without,know,almost,pay,month,single,person,electricity,disgusting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,whatsapp,time,ask,change,meter,current,incorrect,estimation,could,submit,new,meter,reading,last,estimation,high,current,reading,hence,even,set,direct,debit,keep,tell,change,week,nothing,happen,busy,call,always,work,make,impossibly,troublesome,top,busy,work,life,finally,work,weekend,available,phone,excellent,definitely,go,change,use,another,company,next,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,overcharge,approve,past,month,push,make,complaint,ombudsman,service,uphold,ed,'s,action,condition,ed,'s,term,condition,state,entitle,change,condition,contract,include,right,change,product,way,pay,often,pay,careful,small,print,term,condition,ombudsman,find,due,clause,obviously,experienced,game,ombudsman,investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,never,use,company,tell,one,thing,something,different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,single,handedly,bad,company,ever,deal,incompetent,expensive,slow,please,never,use,twice,switch,move,time,long,draw,painful,experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,electric,january,recommend,adviser,set,direct,debit,would,make,monthly,bill,predictable,agree,arrange,setup,tell,first,direct,debit,payment,would,take,week,line,date,pay,week,later,call,say,nothing,take,receive,letter,say,need,make,payment,overdue,tell,error,successfully,setup,would,amend,immediately,pay,upfront,overdue,amount,accept,one,error,payment,date,come,around,take,ring,tell,bug,system,successfully,setup,contact,let,know,time,bill,go,setup,swell,setup,payment,plan,overdue,amount,could,afford,pay,give,good,gesture,finally,receive,email,notification,say,setup,think,last
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,absolutely,appal,switch,supplier,april,chase,final,bill,time,end,pay,two,supplier,month,leave,massively,short,money,full,time,carer,disabled,child,tell,contradictory,thing,phone,customer,service,promise,call,back,either,late,never,materialise,bill,show,credit,deny,owe,money,take,complaint,team,would,give,credit,believe,owe,promise,phone,call,back,compensation,customer,service,team,never,call,back,complaint,team,say,qualify,compensation,wait,week,final,bill,cause,huge,amount,stress,huge,corporate,company,make,million,represent,capitalism,bad,use,awful,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,shocking,experience,create,account,move,another,supplier,recently,move,home,supply,receive,letter,often,day,give,different,reading,candor,ask,pay,different,amount,automate,chariot,whatsapp,infuriate,take,month,move,away,completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,avoid,smart,meter,work,reading,etc,resolve,staff,bother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,one,top,six,say,customer,service,shock,blunt,point,ignorance,helpful,slight,quite,frankly,unable,answer,simple,question,usage,month,ask,give,meter,reading,account,discuss,say,sorry,name,account,give,partner,speak,phone,name,account,say,give,account,due,switch,genuinely,seem,clue,explain,star,rating,supplier,new,property,move,happily,say,switch,back,normal,supplier,people,far,well,customer,service,always,manage,answer,explain,question,far,hell,lot,cheap,like,rude,staff,frustrating,oh,call,go,highly,recommend,stay,away,awful,company,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,big,joke,ever,turn,mum,dad,electric,dad,oxygen,hour,day,please,one,go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,one,error,another,switch,first,misinformation,tariff,discuss,look,resolve,register,priority,service,department,inform,obtain,meter,reading,would,near,impossible,due,meter,locate,would,involve,crawl,along,floor,switch,date,april,request,open,meter,reading,much,difficulty,obtain,enter,account,last,week,notice,message,account,state,enter,opening,reading,time,expire,would,use,estimate,read,due,anxiety,cope,change,contact,live,chat,person,say,go,sort,log,later,day,ask,opening,read,contact,tell,ignore,switch,complete,somete,go,wrong,really,set,anxiety,contact,complaint,department,tell,use,read,give
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,nice,thing,say,bunch,cunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,customer,service,terrible,hang,middle,talk,happen,anytime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,appalling,service,wait,minute,lynn,cut,call,back,try,benji,customer,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,5,2021-12-01,Positive,,,,,new,customer,use,chat,ask,question,saturday,afternoon,pleased,someone,sander,professional,friendly,answer,question,great,introduction,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,absolutely,appal,service,receive,put,business,horrible,deal,rip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,avoid,smart,meter,please,think,total,rep,understand,earth,pay,electricity,meter,use,spend,week,electricity,week,use,smart,meter,pay,time,high,total,rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,avoid,cost,chase,forever,change,metre,unnecessary,reading,smart,metre,customer,service,painful,inconsistent,information,time,answer,query,blame,couid,wait,leave,find,reliable,supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,keep,block,supplier,switch,previous,owner,debt,support,useless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,poorly,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,absolute,nightmare,company,break,smart,meter,year,new,one,hah,customer,service,bad,smart,meter,engineer,try,contact,text,service,whatsapp,live,chat,always,response,one,agent,contact,hear,back,one,agent,hah,absolutely,amaze,mob,top,supplier,base,customer,service,doubt,would,bottom,behind,bob,lec,cyst,ear,well,clear,bunch,never,deal,poor,customer,service,use,would,leave,zero,star,rating,could,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,break,smart,meter,year,new,work,one,hah,hope,absolutely,bad,customer,service,ever,literally,care,tell,would,receive,substantial,compensation,grief,give,credit,bill,hah,really,see,substantial,texte,whatsapp,live,chat,still,close,work,smart,meter,give,customer,service,truly,painful,mob,one,big,absolute,mystery,please,stay,away,mob,want,reliable,supplier,actually,talk,problem,really,bunch,cowboy,stay,well,away,amateur,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,customer,service,poor,would,advise,anyone,stay,clear,switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,company,disgrace,smart,meter,stop,work,july,call,whatsapp,message,email,numerous,time,finally,new,display,however,solve,problem,back,touch,time,tell,part,know,technical,issue,deal,hear,back,another,week,contact,time,raise,complaint,tell,could,give,date,would,resolve,december,receive,call,manager,request,waive,exit,fee,tariff,could,leave,ask,could,bit,patient,tell,complaint,resolve,would,receive,substantial,compensation,agree,expect,resolution,next,couple,week,however,hear,nothing,email,ask,progress,tell,could,tell,could,solve,problem,offer,compensation,would,leave,take,account,exit,fee,reply
EDF Energy,Not Verified,3,2021-12-01,Positive,,,,,try,hard,meter,replace,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,dangerous,dangerous,dangerous,number,ring,say,take,money,account,ring,say,kill,many,time,ring,say,want,money,ring,care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,terrible,customer,service,would,even,listen,make,almost,impossible,switch,supplier,would,recommend,anyone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,terrible,company,would,avoid,year,complaint,complaint,disabled,household,make,reasonable,adjustment,read,meter,reach,estimate,bill,bill,win,ombudsman,back,billing,think,definitely,case,equality,act,put,revolve,debt,failure,read,meter,move,fit,smart,meter,year,go,seek,advice,soon,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,refuse,fix,smart,meter,twice,increase,charge,without,prior,notice,overcharge,electric,ignore,new,supplier,meeting,read,week,later,still,sort,safe,say,impress,even,new,supplier,agree,useless,communication,ignore,laughable,thank,goodness,move,new,supplier,fantastic,cheap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,bad,experience,charge,extra,fee,unnecessarily,bill,send,time,bad,customer,service,avoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2021-12-01,Negative,,,,,refer,friend,must,joke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2021-12-01,Negative,,,,,one,month,move,new,house,initiate,switch,new,cheap,supplier,pretty,quickly,month,switch,ludicrous,bill,one,month,period,live,medium,sized,terrace,house,one,housemate,currently,pay,electric,combine,common,sense,would,indicate,anyone,bill,incorrect,annoy,audacity,bill,somewhat,calm,agent,live,chat,polite,issue,stem,make,estimate,provide,move,meter,reading,tell,problem,would,sort,fast,forward,week,later,similar,electricity,bill,arrive,still,base,estimate,absolute,joke,waste,time,give,benefit,doubt,sheer,incompetence,however,worry,many,people,end,pay,completely,ridiculous,bill,without,check,mention,common
EDF Energy,Not Verified,4,2021-12-01,Neutral,,0.20489505258859445,0.1893989147079632,0.6057060327034424,walk,distance,gym,tomorrow,night,ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,0.8481546350383622,0.15155127985434147,0.0002940851072964826,absolutely,criminal,actually,rob,scumbag,change,tariff,without,even,tell,debt,people,pay,money,direct,debit,unaware,insignificant,fund,account,choose,take,money,guess,much,may,pay,winter,winter,every,year,thank,much,ask,change,back,old,tariff,record,account,today,dec,choose,ignore,take,without,tell,another,hour,telephone,conversation,later,say,refund,take,bank,clearly,bust,soon,desperate,need,take,take,take,karma,happen,innocent,people,try,pay,bill,cause,grief,stress,christmas,let,alone,anytime,year,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,father,small,bedroom,hotel,blackpool,come,phone,literally,cry,say,need,sell,hotel,afford,bill,anymore,tell,send,bill,whatsapp,horror,state,change,monthly,payment,open,weekend,suffer,high,blood,pressure,anything,happen,hold,totally,responsible,look,statement,find,payment,take,bank,payment,take,bank,credit,account,phone,three,time,money,back,account,twice,put,phone,third,time,line,go,dead,go,seek,compensation,company,make,father,ill,seek,legal,advice,solicitor,thief,need,hold,accountable,life,hard,enough,crisis,expect,company,make,bad,absolutely,disgusting,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,rude,staff,threaten,contact,even,though,billing,totally,wrong,apology,awful,awful,awful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,month,trot,take,double,amount,cash,bank,electricity,second,month,take,day,receive,refund,promise,day,take,phone,call,take,well,hour,complaint,make,promise,would,deal,certain,date,would,hear,back,day,date,still,hear,nothing,customer,service,awful,treat,terrible,care,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,poor,service,today,resolution,problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,horrible,experience,also,sad,see,many,distressed,people,struggle,contact,really,bad,company,try,engage,via,phone,text,email,letter,week,even,facebook,nothing,work,make,vast,error,use,live,chat,option,could,actually,speak,adviser,real,time,seem,go,say,overwork,overburden,call,probably,true,meantime,threaten,even,though,mistake,handle,complaint,even,escalate,matter,thank,god,refuse,smart,meter,thank,god,refuse,direct,debit,claw,way,tell,idiotic,thing,eg,accord,supposedly,use,colossal,electricity,day,august,huge,heatwave,appliance,however,live,one,room,dear,pay,december,say,damage
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,horrendous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,unbelievably,shocking,customer,service,actually,completely,nonexistent,attempt,call,able,speak,anyone,call,min,listen,hold,music,call,end,call,min,experience,call,min,lose,live,need,talk,bill,add,sum,credit,balance,credit,balance,call,week,ago,team,say,refund,discover,owe,think,still,receive,mean,money,next,step,contact,ceo,small,claim,court,please,give,contact,number,email,someone,direct,come,friendly,agreement,give,close,business,friday,friday,respond,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,could,leave,would,customer,service,rubbish,lie,though,tooth,try,find,voucher,government,payment,scheme,three,different,people,tell,claim,absolute,rubbish,say,phone,message,claim,still,tell,suppose,one,priority,customer,spend,almost,hour,phone,hold,week,alone,still,sense,south,africa,hear,say,line,bad,add,go,dead,start,sure,ill,cut,paste,response,like,rest,suck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,try,contact,email,whatsapp,text,message,repayment,meter,voucher,october,november,put,hold,hour,blatantly,lie,still,far,forward,disgraceful,customer,service,totally,lack,conscience,deal,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,abysmal,customer,service,minute,hold,tell,come,wrong,department,shell,put,straight,correct,one,instead,put,back,hold,minute,cut,call,back,hold,hour,minute,phone,cut,possibly,turn,clock,screw,everyone,wait,hold,call,back,today,wait,minute,could,speak,someone,chase,something,without,involvement,enough,staff,provide,adequate,service,hire,staff,rocket,science,enough,money,rob,blind,definitely,change,hear,company,decent,customer,service,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,record,start,reading,move,really,hard,workbench,agent,either,angry,want,force,software,drive,process,end,caller,bad,agent,enter,meter,reading,correctly,even,date,correct,take,hour,terrible,customer,service,need,lesson,deal,people,give,basic,customer,service,usually,ignore,little,teething,issue,actually,appear,systemic,three,agent,incompetent,angry,help,use,telephone,min,wait,min,whatsapp,take,day,still,want,record,information,give,point,write,ombudsman,help,move,supplier,sort,waste,space,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,year,old,man,suffer,cancer,live,damp,infested,house,struggle,yet,refuse,help,make,wait,week,voucher,emergency,meter,think,odd,neighbour,voucher,nothing,ask,emergency,key,say,give,credit,loan,owe,double,help,take,day,agent,experience,bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,harass,month,close,account,spend,upwards,nearly,hour,hold,call,back,agent,cut,say,purposely,break,promise,call,back,know,many,time,message,say,debt,recovery,company,want,money,amount,settle,sign,multiple,agent,month,bad,customer,service,possible,ever,use,excuse,couid,anymore,score,would,zero,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,avoid,like,plague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,could,give,minus,score,would,awful,customer,service,call,october,tell,take,emergency,call,detail,would,take,call,back,hour,never,happened,contact,via,email,useless,whatsapp,take,forever,keep,put,back,queue,give,october,call,rude,person,ever,keep,offer,smart,meter,want,set,direct,debit,amount,owe,currently,want,take,month,difficult,wifi,provider,mobile,provider,many,people,hard,earn,cash,take,earn,interest,share,holder,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,lot,nasty,see,lot,problem,wrong,thief,control,lie,deceive,call,misinformation,classic,narky,trait,trait,deal,lot,year,know,job,refuse,job,properly,professionally,blame,rude,time,consume,play,god,fake,generally,nasty,experience,think,enjoy,nasty,another,narky,trait,think,join,agenda,know,chance,leave,moment,wicked,hold,money,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,disgusted,company,promise,ring,back,many,time,waste,time,talk,advisor,never,carry,promise,leave,many,problem,take,large,amount,bank,account,send,email,leave,money,pay,bill,bank,charge,fault,nobody,listen,care,bank,excellent,refund,one,payment,next,day,take,say,send,email,respond,watts,app,message,reply,mail,take,large,amount,money,without,consent,one,advisor,agree,pay,weekly,amount,clear,bill,totally,shocked,lack,care,many,customer,struggle,definitely,make,bad,everybody,total,disgrace,away,treat,customer,terrible,way,shame,never,ring,back,like,promise,respond,watts
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,bully,harass,last,month,pensioner,mental,health,problem,debt,collection,company,send,several,demand,email,strange,thing,even,customer,know,look,complaint,since,september,inform,resolve,november,day,company,joke,doubt,respond,apologising,say,normal,standard,know,another,delaying,tactic,come,try,explain,bully,harass,old,age,pensioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,rubbish,anyone,chat,bot,send,round,endless,circle,want,throw,roof,force,onto,whatsapp,chat,promise,human,contact,day,apparently,good,forbid,miss,chat,back,auto,bot,change,supplier,shamble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,account,set,business,business,meter,reading,update,phone,live,chat,account,detail,recognise,register,online,ongoing,month,department,absolute,shamble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2022-12-01,Negative,,,,,recognise,switch,company,try,block,send,money,owe,finally,send,another,bill,new,account,number,try,chat,seem,clueless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,use,supplier,contact,since,beginning,august,meter,repair,display,reading,work,texte,email,phone,yet,engineer,visit,extremely,urgent,move,another,country,service,service,shock,incredibly,stressful,never,recommend,next,step,contact,watchdog,press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2022-12-01,Negative,,,,,seriously,use,every,stressful,bill,twice,money,even,owe,credit,result,try,take,nearly,account,stop,direct,debit,take,settle,ombudsman,take,week,bill,high,unit,price,rate,standing,charge,rate,stop,take,owe,seriously,use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
