Company,Reviewer Verification Status,Date,Rating,Review
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Very bad company, customer service zero. We bought a property with British gas supply wanted to carry on with them monthly tariff around 89£ was paid unbroken after received a letter with an outstanding bill over 1000£ very shocked the information given at first was wrong and still paying the balance moved to bulb only pay monthly 78£ around 3 month now received a letter to say our actual consumption is law they want to reduce the monthly tariff. British gas rob you off. Keep far far away.
”"
British Gas,,Posted 5 years ago,1,"“
Nothing about British Gas makes me happy. Their service contract prices have increased massively and their service standards and response times have fallen rapidly. I cancelled my Homecare 4 contract when it reached almost £1.000 a year on top of a £100 call out charge for any heating problems. They are losing customers like water running down hill, that has to tell you something! It makes me wonder if BG is looking to get out of the retail market and concentrate it’s business on the Centrica wholesale supply of gas.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
I really didn't want to give BG even one star but unfortunately I have to. They began by offering reasonable prices and then have almost doubled the charges with very little notice (£120 to £220 per month a 2 bedroom terrace).  Ridiculously overcharging your customers and poor customer services is the reason I will go elsewhere!! Terrible experience
”"
British Gas,,Posted 5 years ago,1,"“
I wouldn't use British Gas again ever.  Their customer services is no-existent.  I bought my second home in June 2018.  The property had a prepaid meter installed so whilst we were doing the up we kept the prepaid meter going, topping up at the Post Office as we went along.  British Gas keep sending us the same bill for 'paying monthly', I have phoned them 5 times now to explain we have a prepaid meter, every time they check and after about 1/2 an hour they say 'yes you are correct we will credit the bill'.  Every month I get the same bill again, go through the whole process.  Today I received a bill where they have added a charge to my account.  Thank you very much British Gas, three months on and about 5 hours of my time and you still cannot sort the problem.  I give up!
I wouldn't give you any stars you don't deserve it!
”"
British Gas,,Posted 5 years ago,1,"“
smart meters  they don't work and then you end up with a massive bill do British Gas care no they don't the fact that the technology provided it's not their fault. Poor service
”"
British Gas,,Posted 5 years ago,1,"“
! have an 8 month old child and I am being told today I have to wait until 28th before someone can come and look at my washing machine.  The package costs be £63.51 per mont.
”"
British Gas,,Posted 5 years ago,1,"“
My mum had a new boiler installed, a big job because it was moved to a new location in the house. This cost the best part of 10k I believe. We just had a plumber round to fit a new kitchen tap and he discovered the hot water tank was leaking around a pipe. He said it was never installed properly only ""hand tightened"". My mum is elderly with dementia so she struggles to keep on top of things, therefore she didn't alert us to the small damp patch on the kitchen ceiling where the pipe upstairs had been dripping. I called British Gas about this, only to find out that she was 17 days beyond her warranty and they would not come to rectify it unless we pay. I fully understand the need for a cut off period on a warranty, but this issue had clearly been going on for more than 17 days and was a poor/faulty installation issue, rather than a boiler breakdown.
”"
British Gas,,Posted 5 years ago,1,"“
Rang strong smell gas and burning from metre sending somebody out between 6pm 1am sat up all night still waiting rang back coming between 1pm 6pm shocking british gas
”"
British Gas,,Posted 5 years ago,2,"“
Another price rise! Taken the decision to switch to bulb and wish I did it ages ago. Their pricing is very competitive (cheapest on the market for me), there is no contract and they even pay any exit fees. Such a simple process to switch it literally took 3 minutes. I got £50 credit on my first bill so almost a month of free energy. You also get your own referral code so if you recommend someone you and they each get £50 off and you can do this as many times as you like. Fantastic idea! Feel free to use my referral code and get £50 credit: https://bulb.co.uk/refer/peterk9464
”"
British Gas,,Posted 5 years ago,1,"“
These big companies won't learn.  Customer service is everything.

We have changed to BULB energy, much better and if you use the following link to sign up you'll get £50 credit. You can send the same on to anyone you like when your signed up.  Seamless process and cheaper.

bulb.co.uk/refer/matthewb9192
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Large sums of funds taken out of bank as Direct Debit. I have never used more than £60 .. and they have taken £700. plus as estimate reding. Still waiting for a refund of over £1000.00 since 25th of January.  Call centre is in South Africa. Awfull service couldnt care less attitude.  
Still waiting for a phone call let alone a cheque.
Quick to take money out of account.. why a cheque as a refund? Disgraceful
”"
British Gas,,Posted 5 years ago,1,"“
First impression not good.  Telephoned to arrange for a meter to be fitted into a new property and was held on the line for 34 minutes whilst being transferred from one assistant to another only to then be given a 0800 number to call.  Am now being held in a queue.  Unbelievable!
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Moved into a property that was supplied by British Gas - changed to another supplier.

When they closed the account, they sent me a final bill:
- Gas usage was 4x what I had actually used 
- They moved me to another tariff which has a standing charge that was 50% higher than all the bills that were being sent to the ""The Occupier"" at the address.

I am very glad to be moving to a different supplier as it looks like British Gas will make every attempt to screw you over...
”"
British Gas,,Posted 5 years ago,1,"“
Try moving house to see just how useless British Gas can be. All I wanted was to transfer my account from one house to another which was no hassle with any other utility provider ..... but British Gas is in a league of its own for being absolutely useless.
Started by going on their moving house web page which didn't work so after a struggle managed to phone and was immediately transferred to another dept who took all the details of my old address and my new address .... Simple you might think !!! 
It all started to fall apart from then on, phone calls, texts, messages on my online account page and still not working and now I see I have two accounts running and they are still asking for meter readings which have been provide 6 times and still I await a resolution.
If I had known the hassle I would experience I would have simply gone straight to another provider ..... in fact when I finally get sorted out I will do just that.
”"
British Gas,,Posted 5 years ago,5,"“
I recently had a gas engineer called Ashley to service my boiler. I had realised all wasn't well and Ashley painstakingly worked out the problems. He had to come back the following day so instead of the quick service he spent 4 hours going over my boiler and putting everything right. He was polite and so helpful and also phoned later in the day to make sure it was running as it should be. Brilliant young man who put my faith back in British Gas. I was thinking of changing suppliers but wont now!
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Abysmal customer care. Charging lots of money for poor workmanship and rubbish attitude to loyal customers. Inept record keeping and being told 'well there's nothing I can do' if you call to complain or to try to resolve issues. Then, when you cancel the service and say you'll voice your opinion online since you cannot get a complaint answered by them (because 'you're no longer a customer! So I can't put in a complaint' they suddenly start hounding you 4-5 times daily on the phone !!!!!!
”"
British Gas,,Posted 5 years ago,1,"“
British Gas or Scottish Gas?? Which one? Think that should be the sign of something dodgy to begin with. They are the worst company I have ever come across. I wouldn't recommend this bunch to my worst enemy.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Shocking service all they care is about getting as much money as possiable from the customer anyway they can. 
I have a small business and have been with British Gas for many years but only know I have recently found out that they have been charging me extorting rates and when I claimed they blamed it on me as I am small business and probably could not afford to take on there big legal teams. They have had me out of contract for more than two years and when I finally decided to leave they have made it so difficult and every time you speak to them they all seem to contradict each other and have no idea what they are saying. I would advice every one to stay well away from them as I have found them not to be ethical at all.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Gas check booked last week for tomorrow was cancelled at 6pm today,too late to cancel day off work. Guy said he could reschedule end of August, 2 whole months later!! Shocking customer service and thus isn't the first time. Last year's was late and rescheduled too. They over book then cancel people, with no thought to to the customer. I am now looking for a competitor
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
A customer of BG for over 20 years, I changed supplier to the Peoples Energy Company because of the continual poor customer service and continuing price rises. My big gripe with them is the speed with which they send final bills to debt collection agencies. I contacted them to arrange a payment plan for the final bills. They were happy to take a payment and then informed me that they couldn't set up a payment plan because the final bills were in the process of being handed over to a debt collection agency. This was less than ONE MONTH after receiving the final bill. They refused to cancel the DCA but still took the money out of my account. Bloody awful service from someone willing to pay a debt. NEVER USE BRITISH GAS
”"
British Gas,,Posted 5 years ago,1,"“
Absolutely awful service. Very rude staff being aggressive towards me. When I complained to a supervisor, they told me they would transfer me to the correct department then just put me back in a queue. I was on the phone to them for 30 minutes and they didn't resolve my simple query. Shocking company. I will be cancelling my homecare cover at renewal.
”"
British Gas,,Posted 5 years ago,1,"“
Awful! I moved into a flat recently and found the electric meter had been bypassed. Being the honest chap i am i rung British Gas to tell them. Within an hour i got a callback to meet them at the property and they will fix it and install a new meter. I went to the flat and 3 hours late a big burley man turns up and asks to look at the meter which i showed him. He then advised me he didn't know what he was looking at and needed an engineer. A couple of uncomfortable hours with the burley bloke and an engineer turns up. He then disconnected everything, took the meter didn't install another and left me with no electricity. I then found out the burley bloke was security for the engineer. British gas are a joke, if you ever find yourself in the same situation i recommend rinsing them for as much as you can....
”"
British Gas,,Posted 5 years ago,1,"“
An estimate is other words for taking more than they should. Be careful people triple check your metre readings before paying, I feel sorry for the elderly that struggle with this.
”"
British Gas,,Posted 5 years ago,1,"“
REALLY bad experience - closed my account and got a final bill of £150 - even though i paid up until the date i moved out.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
I am only giving 1 star but they don't deserve any.  I moved to the West Country in October 2016, and as I had Homecare at my last home in London, I immediately signed up with my new house and got a service in November 2016, which was good, or at least I thought it was, the service engineer said I needed a new filter and said a quote would be sent, which it was but about 3 weeks later.  I tried to ring British Gas to get an engineer to fit the filter, but got no response.  I contacted a local plumber and he replaced the filter for a quarter of the price British Gas were quoting, so I was enough, a lucky escape really.  When the following October came I kept looking at my online account and it kept saying 'you are not due for a service yet, we will notify you when you are'.  In November it was still saying this, so I rang up, they said they had no engineer until January, so 15 months after my last service, I took a days annual leave and the working day before, they rang up and cancelled! I made another appointment for the 9th April, again took 1 days annual leave, waited in all day until I eventually looked at the site at 6.30 and saw they had put 'book an engineer', during the day this was schedule for that day and changed at the end, no phone call, nothing, I then immediately put in a complaint and they said they would respond with 8 weeks!  It has now gone well past that 8 weeks and I have heard nothing.  Since my last service I have paid over £400 to British gas, has lost 2 days annual leave and am now about to go to the ombudsman.  My nice local plumber has offered to service the boiler £74, which I will take him up on. If I was paying him £20 per month and he didn't deliver a service everyone would consider that outrageous and he would probably be done for fraud!  Why does British Gas think they are beyond the general rules of customer service?  Every part of their establishment has let me down.  Has anyone else out there reading this had the same problems?
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
called out a plummer under our 400 policy on 30/03/18 to repair bath waste plug. move onto  28/05/18 sitting in my living room notice a large blister on the ceiling water had leaked from the bath waste.british gas say its one of those things. i have lived in this house for over 30 years and its never happened before so why now.
”"
British Gas,,Posted 5 years ago,1,"“
Bad place to work very poor management.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
hi switched recent and totally love it ,use my link and i will help you get another £ 40 on top of your £ 50 just pm after you complete  switch and enjoy ,im more then happy to give you my share ,and keep £ 10 for me 

join.bulb.co.uk/refer/michal6442
”"
British Gas,,Posted 5 years ago,2,"“
the fact that i cannot get anybody to contact me ,and there seems to be a debt on my metre
”"
British Gas,,Posted 5 years ago,1,"“
They have lied, the customer service never do what they say, then they charge you for the privilege. They charged for a meter on a house my son had moved out of!! Apparently they broke into the new owners house and changed his meters when he was in hospital, the house was completely empty as we had told them he had moved out!!. Absolute joke. They had not recorded the previous conversations and then split the bills into two accounts to justify breaking in after the event. They never would have got a warrant for £200 bill, so they split the bills and put a £500 payment against the electric bill. Do not trust them and do not trust them to do as they say they will. They really do not care about their customers at all. When I asked what the final meter reading was, for the meter they changed they said they could not tell me, I said how can I agree the bill?  I would suggest you do not use them and do not trust them if you are currently with them!
”"
British Gas,,Posted 5 years ago,5,"“
Sorting out boiler problem ringing before arrival,Gareth engineer no 3990425 helpful polite and did the job most efficiently.
Thank you
”"
British Gas,Verified Reviewer,Posted 5 years ago,5,"“
Day started off terribly today when the gas boiler decided to blow up and turn our kitchen in to a lake. We had no cover and nobody to help us until a relative recommended British Gas. They sent a young chap out within a few hours who was extremely polite and professional and fixed the problem in no time. I am now covered by British Gas and am totally satisfied with the service they carried out.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
they have cancelled two boiler appointments on the spin, the first on 7.2.18, when i took a day off work was 30 mins before, the second on 12.5.18 was day before.
general attitude on indifference .
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Well British Gas is simply a terrible company to deal with.  British gas wrote my boiler off, even though it had been serviced just 3 weeks earlier saying the galvanised metal has rusted within the boiler!! We therefore had no heating or hot water.  British Gas promised to install our new boiler (a top of the range Worcester) and zone our house to allow each floor to be individually controlled with a hive!  After installing the boiler they refusing to complete the job.  Please be aware that they lie bout what they offer!
I would award 0 start if available.  Please avoid, they are not cheap and their after sales service is terrible!
”"
British Gas,,Posted 5 years ago,1,"“
We had astrong  smell of burning and a leak from the boiler which was incidentally serviced last week!! 
Phoned British Gas ,  no chance of a call out tonight. I went into full flight and told them I was recording my call. I was met by arrogance and ZERO empathy. Finally an electrician and plumber were promised after half hr battle. 7 pm now 1 am no sign of plumber. 😨. We pay £36 monthly for Home care 400. Not worth the paper it's written on. I'm afraid they are for the bin. Do not entertain this terrible company.  0*is proper rating.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Pure scams and for a big company like BG stealing money from people is a disgrace..something should be done and they need to be review their services n systems.   I gave them a month's notice but 18days after my contract ended i get a bill of £430 and I've never had a massive bill like that with them before but just because i left them they are still trying to suck some more money off me and the break down doesnt make sense. As a former employee at BG I'm DISGUSTED by this.
They need to be sued for their services.
”"
British Gas,,Posted 5 years ago,1,"“
Appalling customer service !! Not only do they keep increasing prices but don’t fulfill their part of the home are service, continually want to keep cancelling my yearly service, which means in the end I would have missed out on a yearly service altogether !! I’m going elsewhere !
”"
British Gas,Verified Reviewer,Posted 5 years ago,5,"“
I had a leak with with radiator leaking valve and joint in Edmonton london N9,an engineer his name is Alex arrived on time before the actual appointment time of 12noon.He was so professional friendly,he fixed the problem and clear up well.Can this review be passed on to him and tell him how grea full I was with his work.
”"
British Gas,,Posted 5 years ago,1,"“
British Gas lies about engineers been booked and pretend to miss you or couldn’t find engineer for more gab 3 times. I sat down in the house for six 1/2 hours waiting for them, but their APP claims thet they missed me. They lie that their engineer missed you. I called them several times telling them that I am waiting for them but they claimed that they coukdn’t have access.
”"
British Gas,,Posted 5 years ago,1,"“
Appalling. I’m 70, live alone, in poor health. I’ve had a week needing urgent work - water running down the walls inside and out. No heating, no hot water. They’ve not turned up to three appointments. Today promised will do but only if there’s water in the property! IVE PAID FOR THE SERVICE!! I’m being treated with utter contempt. DO NOT HAVE A HOMECARE PLAN WITH THEM. APPALLING. TAKE THE MONEY BUT OFFERED MINDBOGGLINGLY BAD SERVICE.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
I switched from BG in February, they kept changing the final amount due or to be given back to me. At one point they stated I was due £90 to be returned to me which would be paid within 30 days, then I get a threatening email stating I am due them £22 and it would doubled and passed to debt collectors if I did not pay it right away. None of them seem to know what they are doing, absolutely shocking service
”"
British Gas,,Posted 5 years ago,1,"“
We didn't live at our old address for 6 years (we sold our house in Feb 2012) but every month British gas still charges us 7 pounds per month. I have been contacted with home care British gas following the number 08002949650. They asked me to call 08002948320. Then when I called 08002948320, they then asked me to call 08002949650. No one can be able to cancel the direct debit and refund my money for the last 6 years. I have been calling none stop but no one can sort it out. There were 4 conversations someone even turned off the line. I asked them for the email address so that I can send the copy of my bank account to prove the amount charging every month as it showed clearly that British gas but they couldn't give me the email address. Tonight I called them again and they said that someone will call me back on Wednesday. I told them that I will be busy at my office so can they send me via, or give me an email address so that I can write my queries but they said that they can't. Anyway hopefully someone from British gas will call me on Wednesday
”"
British Gas,,Posted 5 years ago,1,"“
I think the most off putting thing about this company is that I cant seem to get through a month without having to contact them about some sort of clerical error they have made - receiving e-mails telling me a bill is due when I have already paid, money mysteriously being added to bills with no coherent reason why (yes I asked) and their consistently broken website. I'm tired of talking to them and will be looking to switch to a different provider
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
a total joke of a company contact customer service is just as bad as the standard the engineer is on his way poor quality workmanship anyone considering homecare just ask for the real homecare by name ripoff.

i hope this organisation goes out of business they are total cowboys and should not be trusted to change a light bulb let alone risk peoples safety with shoddy supply and fitting of boilers please avoid British Gas,
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
My mum is 84 lives alone, has mobility problems, and dementia. She is supposed to be on the priority register. In the bad weather in early March the boiler broke. I started ringing at 12mid day and was told someone would be out by 6pm. At 2ish I was struggling to keep mum warm. Following numerous phone calls, being put on hold or being hung up on at 7.30 pm I was told nobody would come as everyone had been sent home! I managed to get a lovely local gas engineer who came within 30 minuets and fixed the boiler.
I complained that night via email to BG, on the Thursday morning my brother informed me a BG engineer had left a sorry we missed you card at mums at 00.51 in the morning. This is a vulnerable person with dementia, what planet do BG live on. Of course she wouldn’t open the door at that time in the morning.A few days later I complained directly to the CEO. Nothing from any of them. I complained a week later on the phone and was asked to send my email complaints to them again on 3 attempts they have been returned because they have been queuing for to long! I have had no response what so ever. It is absolutely deplorable. They deserve to go bust. I’m in the process of moving mum from BG.
”"
British Gas,,Posted 5 years ago,1,"“
In response to the previous message, do not pay British Gas, go to the Financial Ombudsman.  I had to do that as they owed me a refund and had no intention of paying it.  I would advise anyone who is thinking of doing business with British Gas not to.  They will take your money and not fulfil their commitment to you.  You will find out very quickly that depending on your age you are not a priority customer and if you look further into the reviews and on other review pages ie Facebook you can see that priority customers don't really mean anything to them, they will leave you without heating or hot water no matter what your age.   I had two services booked with them, both were cancelled one on the afternoon of the service.  Have received two cheques as a good will gesture one for £5.40 and another for £30,  I think they were hoping I would give up fighting for the £100 they owed me.  I have now after spending approx 5 hours on the phone speaking to the most incompetent staff I have ever encountered.  received a full refund, but as I mentioned earlier this is because the financial ombudsman was now involved. 
So to anyone reading this review please do not give British Gas your money, they are not a reputable company.  Living on the longevity of their name, certainly no longer on their service.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
The worst customer service I have ever experienced. We have customer Homecare and they are threatening to pass owed money to debt collector. They have charged us twice for one job. We have tried numerous times to get through on the phone and online customer services obviously do nothing. I am now in a 30 minute queue to pay this amount as the stress is really not helping my husbands blood pressure. We have basically been bullied into paying money we do not owe.
Also, when we registered there was an offer of a voucher and this was never received. They have not replied to this query either.
I am still in the queue to pay money I do not owe. I will be cancelling my contract but I am dreading trying to speak to someone.
Shame on you British Gas .
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
We tried to switch energy suppliers because British Gas sound good on paper, a month later 11 hours spent on their chat line enough emails to fill a rainforest and still no satisfaction. I have cancelled my Direct Debit let them chase me because if I have to keep contacting a different person in a call centre each and every time I will have no hair left. If you have a fleeting thought of changing to British Gas save yourself a lot of grief and let that thought go!! It should have been a simple switch heaven help you if you have a real problem.
”"
British Gas,,Posted 5 years ago,1,"“
Hopeless  organisation  .  no understandings of even the basics ...
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Been with BT home care for over 10 years but in my opinion the service is getting worse by the year. All they are interested in is getting extra money out of clients, they do not seem to answer written complaints.  Wrote to them in December complaining about a charge for a new tap replaced in my kitchen.....no answer. About 2 years ago I had trouble with my boiler, they told me it was the slush in the system and that they would not repair the boiler without having the system flushed, paid BG £700   to have it flushed, ended up having to replace the boiler. Not to mention when they replaced my boiler, it was a complete nightmare, very unprofessional fitters. Now my contract with BG is at an end.....Thank God. I will look for a more professional company
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
British Gas Homecare are disorganised, dreadful and totally unreliable.  After having homecare cover for over 20 years we decided to replace our central heating boiler.   Before arranging for our plumber to install the new boiler we contacted British Gas and confirmed that the new boiler could transfer to our current homecare contract – confirmed the make and model.  After installation we provided the make, model and serial number and British Gas continued to cover our new boiler.  After the first year British Gas completed the first service.  On the second year we booked the service and the British Gas Engineer refused to service the boiler informing us that our boiler wasn’t service listed with British Gas and left without carrying out the boiler service and confirming that the area Service Manager would be in contact.  No contact was made so I telephoned the British Gas Homecare contact centre to try and confirm the situation.  One call centre agent confirmed the boiler was service listed and another said it wasn’t and British Gas would have to refund the contract payments for the last two years – not a very satisfactory response!
We raised a complaint with British Gas customer service who agreed to send out an engineer to investigate why the boiler isn’t service listed.  On the day of the visit British Gas cancelled due the recent bad weather conditions with one-hour notice – not very helpful after making several complaints and telephone calls.  We now have a call booked but must wait a further two weeks for the engineer to check and confirm why British Gas have issues servicing our Glow-worm 774 boiler.  We have contacted the manufacturer who has confirmed that they don’t have any known service issues with the Glow-worm 774 boiler and can’t understand why are facing issues getting British Gas to cover the boiler.
”"
British Gas,,Posted 5 years ago,1,"“
Left British gas 2nd february to join  smaller energy supplier bulb who are fantastic. I was told i would receive my final bill within 6 weeks but it arrived within 2 days .Paid over the internet but found out they took the payment twice. Rang them up over 4 weeks ago about this and they said they would send cheque out within 5-10 days . Did not arrive so have rang them back  numerous times only to find out on the first occasion it had not been sent and now they are putting the blame on royal mail. Funny how when you owe them money they want it next day but when we are owed it it takes forever. Customer service is shocking. Do not seem to know what they are talking about .  Also my bills were going to double but thanks to bulb I will be saving over £500  a year. These big firms have exploited us for years . My advice  have a look at smaller suppliers especially bulb.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Terrible service.
After many years of paying for their home care service and a constant need to call them to correct their mistakes with meter readings and incorrect bills ,we have not had hot water since Friday .
It's  Tuesday  today and we have had to arrange and pay  for an emergency plumber because British Gas refuse to come to repair our boiler because they will not send an engineer unless we are ""vulnerable"" 
Well done British Gas....Enough said , terrible service as always !
”"
British Gas,,Posted 5 years ago,5,"“
We have a British Gas Homecare contract covering the boiler for over 6 years. In that time we've had only positive experiences with both the telephone staff & also engineers. Parts that have been replaced are diverter & also isolation valves, pump & circut board. Only once did they cancel but they let me know. I'm paying little over £5.00 per week & that includes a £90.00 yearly service. Couple of weeks before renewal i ring them & politely haggle to get something off the new premium. Regards non Brit Gas engineers i know there are decent ones out there but in our experience we don't want the hassle of having to keep chasing them & also attempting to rip us off. To us it's about peace of mind.
”"
British Gas,Verified Reviewer,Posted 5 years ago,5,"“
Horrendous weather, gas man due between 12 and 6pm phoned just turned 6 pm stuck in traffic as most at standstill.
Managed to get here at 8.15pm and what a lovely guy he was. Couldn't do enough, full explained what had been the problem.
A credit to British Gas and I would welcome him back to do my yearly service each time.shelaghkbennett@hotmail.com
”"
British Gas,,Posted 5 years ago,1,"“
Our boiler started acting up in November, we set up with Homecare with britishgas and booked inn a boiler check up for February 6th (earliest they had!)
6th came and went, no one showed up, we tried to get ahold of their customer service, after several calls where we sat over 30 mins at a time on hold, we got nowhere.
Of course, today our boiler breaks down, Im trying to get ahold of Homecare and I am currently at 50 mins on hold ! Earliest i could book online was for the 5th...so we'll see now if they show up...

If you're considering this company, don't bother. I will cancel my homecare and change to another company, even if they cost more, because this has been a total waste of money.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
My 84 year old mother has struggled with a very poor British Gas Homecare service for over 2 years. This last 12 months mum has been paying £45 a month. During that time she has survived advanced cancer, and sepsis, having to be resusitated more than once. 
The heating and water have continuously played up, sometimes not working at all for several days. The service had no continuity and the answering service a nightmare for elderly people, taking several minutes to get through if it can be accessed at all. 
British Gas fitted the boiler, magnetic filter system and did a power flush 6 years ago, costing over 3 thousand pounds, and mum had no trouble for 3 and a half years.
The engineers, when they didn't cancel, would go away promising to return in a few days which usually turned into weeks. In the last 2 and a ahalf years mum has had several engineers all trying different things, only to have the system fail again a few days later. There was no consistancy or reliability and there fore they are not recommended by us. 
This has been very stressful for mum and after everything she has been through this service has just made her very upset...therefore today she has cancelled her direct debit as they had put her monthly bill up for the next twqelve months by £10 to £55 a month. What an awful way to treat older people.....
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Very bad homecare boiler service

Very bad homecare boiler service. Had appointment in December 2017 for annual service which got cancelled an hour prior to appointment using the excuse of engineers being re directed to emergency call outs, which initially I had some sympathy with. Then came the annoying part, next available slot 23rd February 2018. I called the complaint line and was offered £30 compensation and a 2 hour time slot for next appointment on 23rd February. I asked why the boiler had not been serviced since September 2016 and was told reminders no longer sent out, and as long as they did a service anytime during the contract year that was acceptable. Also note that no compensation was offered by the initial caller cancelling the original appointment. Fast forward to 23rd Feb, and I get a call in the morning cancelling the appointment for same reasons and before, no compensation offered, just another date in April. Call the complaint line, get another £30 and a new 2 hour slot appointment for 19th April. This will mean I will have only got 3 services in 4 years, it goes without saying I wont be renewing.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
had an appointment booked 22 january 2018 got a call saying would now be 21 feb between 8 and 1 no one showed up called them at 3 pm only to be told running late could have called me and said this as was didnt arrive till 3.25 pm by which time id cancelled my contract so now got a better company as i was let down again
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
I booked a gas boiler service in December 2017- they told me the earliest they could do was February 14th 2018 - I did think this was a long way off at the time but decided to go with them and I went ahead and booked the service. On February 14th I got a phone call saying they couldn't do the service and invited me to re-book -the earliest appointment being April 16 2018.
No thank you - I will contact someone who cares.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
Update on my review of 2 months ago. My December service visit for my boiler (which had never occurred within the timeframe of my home care agreement) was cancelled due to too many emergency call outs for Engineers, was again cancelled today Feb 12th, 10 minutes before the end of the 4 hour slot. Next slot available APRIL !!! 
Also received a letter to say that my complaint raised back in December was still under investigation.
What an appalling level of customer service. 
I think my name has a marker against it following the cancellation of my policy & they are trying to grind me down by continually cancelling my service visit & not investigating my compliant within a reasonable period of time.
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
It killed me to give a one star rating as they are not worthy of it! When we moved into our new home, our gas & electricity supply was already set up with British Gas. We had constant issues with our gas & electricity meter reading when we were trying to close our account. There call handlers don't know what they are doing, the whole company needs scrapping, sending us several final bills all for different amounts, absolute ridiculous. Anybody thinking of using British Gas, I advise you to stay well away as they are useless and will rip you off!

     
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
I would like to give a no star rating but that option is not available here. I had gas and electricity supply with British Gas. Had lots of issues with gas meter reading as there system somehow reverse the readings at times and I used to get a number of phone calls asking to pay extra £1000 in addition to the monthly direct debit of £52 for a two bedroom flat. Hence changed the service provider in October 2017 and I was told I’m due for a refund of £750. In December I got a cheque from British Gas for £1280. Two weeks later I got another letter from them saying I need to pay £1337 to close my account. I have disputed the bill. Their call handlers and complaints team repeatedly said I need to pay £1337 to close the account. It took nearly two months for them to finally accept that I was due for a refund and I need to pay only £870 back after clearing the cheque they send me. Meanwhile I was getting repeated calls and emails from their debt recovery service saying I need to pay £1350. Stay away from British Gas if possible. Worst service ever experienced.
”"
British Gas,,Posted 5 years ago,5,"“
Easy online forms and English call centre
”"
British Gas,,Posted 5 years ago,2,"“
Bill due 1st feb yes alittle laid back not paid 4 days late, got a phone call relating to bill not being paid ,god help me if I was a pensioner and was abit short. Looking now at log fires
”"
British Gas,,Posted 5 years ago,1,"“
Arranged an appointment (under HomeCare cover) for a technician to repair my boiler the next day. Would have been good service but they never turned up. Rearranged then for the Monday am (no heat/water for 3 days by then) for which they did not turn up (no call) and then pm which they also did not turn up for (no call). Each time I've had to chase British Gas to find out what was going on. No appointment for Monday, best they then offered was Thursday, so six days without heating/water before they even turn up.
It's still Monday, and it's still cold. By Thursday, it's supposed to get colder...
”"
British Gas,Verified Reviewer,Posted 5 years ago,1,"“
I too have a British Gas Homecare cover, paying £19.77 per month.  I moved to the West country from London, and had the Boiler covered in London, when I moved in October 2016, they came and serviced the boiler in November and all was OK, although I did have a filter on the boiler, they quoted for a replacement and when I tried to book, couldn't get through, so left it and got a local plumber to do it for half the quoted price.  I registered on-line, and all was well, checked my online account about September, then October, then November as it was telling me my service wasn't due yet, and they would contact me.  Well I rang them, they said they were too busy at the moment but made an appointment for  January 22nd which was a Monday.  I organised myself to have a day off and on the Friday before that British Gas rang to say they are too busy to do the service and made another appointment for April!  When is an Annual Service not an Annual Service?  When British Gas are doing it, it becomes 18 months, although I have no confidence in the April date being maintained to the extent that I believe it is a ploy, they give you a date knowing full well it won't be stuck to.  Alongside all this, I am constantly seeing adverts for the Homecare package, so again these new unsuspecting customers will be taking up the time slots allocated to current customers.  The longer it takes to service my boiler, if I ever get it serviced, the more likely it is that it will break down, just like my car, if I paid a garage a regular amount each month in the promise that I would be serviced every year, and they didn't fulfil that promise, my car would probably break down completely.   I complained through the customer services complaints site in November and got no response whatsoever, I complained again last week and don't expect a response, where can I go to now?  Is there a Ombudsman?  All the time I am paying money, need the boiler serviced as it must now be inefficient and feel I am contributing to the high marketing cost of the adverts attempting to lure new customers in.
”"
